,Number of Rooms,Distance,Number of Bedroom,Bathroom,YearBuilt,"Price in $1,000,000"
5824,2,4.2,2.0,1.0,1890.0,1.155
5825,2,4.2,2.0,1.0,1997.0,0.7
5828,3,4.2,3.0,2.0,2003.0,0.79
5830,2,4.2,2.0,2.0,2009.0,0.7
5832,3,4.2,3.0,1.0,1915.0,1.23
5835,2,4.2,2.0,1.0,2010.0,0.46
5836,2,4.2,2.0,1.0,2002.0,0.395
5838,2,4.2,2.0,1.0,1900.0,0.85
5845,2,4.2,2.0,1.0,2000.0,0.868
5846,2,4.2,2.0,1.0,1900.0,0.96
5847,2,4.2,2.0,1.0,1970.0,0.773
5848,2,4.2,2.0,2.0,2012.0,0.63109
5850,2,4.2,2.0,1.0,2000.0,0.41
5852,2,4.2,2.0,1.0,2006.0,0.425
5863,3,5.6,3.0,1.0,1990.0,1.635
5874,2,5.6,2.0,1.0,1970.0,0.63
5877,2,5.6,2.0,1.0,1968.0,0.61
5879,3,5.6,3.0,2.0,1970.0,1.49
5884,2,5.6,2.0,1.0,1982.0,0.588
5887,3,5.6,3.0,2.0,1950.0,0.882
5888,2,5.6,2.0,1.0,1970.0,0.831
5889,4,5.6,4.0,2.0,1985.0,2.13
5902,2,5.6,2.0,1.0,1890.0,1.326
5905,2,5.6,2.0,1.0,1960.0,0.61
5906,4,5.6,3.0,2.0,2000.0,1.95
5915,3,5.6,3.0,2.0,2015.0,1.878
5918,4,5.6,4.0,3.0,2016.0,1.91
5920,3,5.6,3.0,1.0,1885.0,1.41
5922,3,5.6,3.0,1.0,1920.0,2.31
5923,2,5.6,2.0,1.0,1970.0,0.89
5925,4,5.6,4.0,2.0,1900.0,2.315
5926,3,5.6,3.0,2.0,1970.0,0.8
5942,2,5.6,2.0,1.0,1970.0,0.58
5945,3,5.6,4.0,2.0,1910.0,1.905
5946,2,5.6,1.0,1.0,1970.0,0.478
5948,2,5.6,2.0,1.0,1966.0,0.672
5949,4,5.6,4.0,3.0,1975.0,2.286
5954,3,5.6,3.0,2.0,1940.0,1.575
5955,2,5.6,2.0,1.0,1975.0,0.59
5957,2,5.6,2.0,1.0,1960.0,0.765
5962,3,5.6,3.0,2.0,1970.0,0.9725
5963,2,5.6,2.0,1.0,1980.0,0.672
5965,4,5.6,4.0,2.0,1983.0,2.35
5966,4,5.6,4.0,2.0,1955.0,1.312
5967,2,5.6,2.0,2.0,1965.0,0.89
5970,2,5.6,2.0,1.0,1940.0,1.331
5971,4,5.6,5.0,2.0,1940.0,1.8
5978,3,5.6,3.0,2.0,1997.0,1.476
5986,4,5.6,4.0,1.0,1930.0,2.265
5992,5,5.6,3.0,2.0,1890.0,1.975
6001,3,5.6,3.0,2.0,1995.0,1.33
6005,3,5.6,3.0,2.0,1998.0,1.45
6012,2,5.6,2.0,1.0,1992.0,0.551
6030,2,5.6,2.0,1.0,1968.0,0.61
6032,3,5.6,3.0,2.0,1980.0,0.955
6033,2,5.6,2.0,1.0,1992.0,0.7075
6037,3,5.6,3.0,1.0,1980.0,0.732
6039,3,5.6,3.0,1.0,1947.0,1.565
6040,2,5.6,2.0,2.0,2005.0,0.48
6047,3,5.6,3.0,1.0,1941.0,1.5
6048,4,5.6,4.0,3.0,2010.0,1.75
6049,3,5.6,3.0,1.0,1935.0,1.1
6051,3,5.6,3.0,1.0,1900.0,1.44
6069,3,5.6,3.0,1.0,1970.0,0.62
6076,3,5.6,3.0,2.0,1999.0,1.42
6078,3,5.6,4.0,2.0,1910.0,1.8
6082,1,5.6,1.0,1.0,2005.0,0.395
6083,4,5.6,4.0,3.0,1890.0,2.25
6088,2,7.5,2.0,1.0,1970.0,0.62
6091,5,7.5,5.0,2.0,1940.0,1.95
6093,2,7.5,2.0,1.0,1960.0,0.605
6097,3,7.5,3.0,1.0,1940.0,1.92
6104,3,7.5,3.0,1.0,1933.0,1.615
6107,4,7.5,4.0,2.0,1930.0,1.83
6110,4,7.5,3.0,4.0,1960.0,2.081
6111,4,7.5,4.0,2.0,1930.0,1.315
6114,3,7.5,3.0,2.0,1930.0,1.75
6118,5,7.5,5.0,3.0,1950.0,2.1
6121,4,7.5,4.0,2.0,1940.0,2.175
6122,6,7.5,6.0,3.0,1968.0,1.3
6124,3,7.5,3.0,2.0,2005.0,1.35
6126,3,7.5,3.0,2.0,2010.0,1.963
6127,4,7.5,4.0,2.0,1930.0,1.315
6130,3,7.5,3.0,2.0,2012.0,1.62
6133,3,7.5,3.0,2.0,1990.0,1.26
6150,3,9.2,3.0,2.0,2007.0,0.615
6151,3,9.2,3.0,1.0,1970.0,0.715
6153,4,9.2,4.0,2.0,2012.0,0.826
6154,2,9.2,2.0,1.0,1960.0,0.275
6155,2,9.2,2.0,1.0,1920.0,0.711
6159,3,9.2,3.0,2.0,2012.0,0.695
6163,3,9.2,3.0,1.0,1960.0,0.49
6167,2,9.2,2.0,1.0,2005.0,0.502
6168,3,9.2,2.0,2.0,1955.0,0.721
6170,4,9.2,3.0,2.0,1920.0,1.048
6174,3,9.2,3.0,1.0,1900.0,0.84
6175,2,9.2,2.0,1.0,2009.0,0.335
6178,3,9.2,3.0,1.0,1950.0,0.832
6179,2,9.2,2.0,1.0,1900.0,0.646
6182,3,9.2,3.0,1.0,1910.0,0.673
6186,3,9.2,3.0,1.0,2007.0,0.695
6188,2,9.2,2.0,1.0,2011.0,0.349
6191,3,9.2,3.0,1.0,2012.0,0.555
6195,2,9.2,2.0,1.0,2012.0,0.3525
6199,5,9.2,5.0,3.0,2009.0,1.35
6201,2,9.2,2.0,1.0,2014.0,0.51
6203,3,9.2,3.0,1.0,1950.0,0.746
6207,4,9.2,4.0,1.0,1955.0,0.765
6210,3,9.2,3.0,1.0,1950.0,0.74
6211,2,9.2,2.0,1.0,1955.0,0.77
6212,3,9.2,3.0,1.0,1960.0,0.49
6217,4,9.2,4.0,1.0,1950.0,0.675
6218,3,9.2,3.0,1.0,1940.0,0.865
6219,2,9.2,2.0,2.0,2012.0,0.6
6220,4,9.2,4.0,1.0,1970.0,0.773
6232,3,7.4,2.0,2.0,1890.0,2.05
6234,4,7.4,4.0,2.0,1977.0,2.3
6240,2,7.4,2.0,1.0,1970.0,0.569
6241,3,7.4,3.0,2.0,1910.0,2.025
6252,2,7.4,2.0,1.0,1970.0,0.635
6253,2,7.4,2.0,1.0,2008.0,0.611
6262,3,7.4,3.0,2.0,1995.0,1.39
6270,2,7.4,2.0,1.0,1970.0,0.566
6271,3,7.4,2.0,1.0,1910.0,1.437
6272,2,7.4,2.0,1.0,1970.0,0.5
6274,2,7.4,2.0,2.0,2002.0,1.155
6295,2,7.4,2.0,1.0,1900.0,1.326
6303,4,7.4,4.0,2.0,1890.0,1.965
6306,2,7.4,2.0,1.0,1967.0,0.74
6312,5,7.4,5.0,3.0,2006.0,2.325
6314,3,7.4,3.0,2.0,1910.0,1.97
6316,2,7.4,2.0,1.0,2001.0,1.475
6319,2,7.4,2.0,1.0,1998.0,0.7
6323,2,7.4,2.0,1.0,1971.0,0.584
6332,3,7.4,3.0,2.0,1920.0,2.3
6333,3,11.2,3.0,1.0,1910.0,1.49
6334,3,11.2,3.0,2.0,1993.0,1.21
6339,3,11.2,3.0,1.0,1940.0,0.98
6344,2,11.2,2.0,1.0,1910.0,1.036
6347,3,11.2,3.0,3.0,1930.0,2.273
6349,5,11.2,5.0,2.0,1915.0,2.35
6352,2,11.2,2.0,1.0,1990.0,0.447
6357,4,11.2,4.0,3.0,1920.0,2.2
6359,2,11.2,2.0,1.0,1970.0,0.79
6363,4,11.2,3.0,2.0,1950.0,1.185
6366,3,11.2,4.0,2.0,1920.0,1.837
6375,3,11.2,3.0,2.0,1994.0,1.253
6389,5,11.2,5.0,3.0,1934.0,1.81
6390,3,11.2,3.0,2.0,2000.0,0.922
6393,1,11.2,1.0,1.0,1975.0,0.35
6397,3,11.2,3.0,2.0,1950.0,1.555
6400,4,11.2,4.0,3.0,1930.0,2.123
6410,4,11.2,4.0,3.0,1930.0,1.7
6412,2,11.2,2.0,1.0,1965.0,0.37
6413,2,11.2,2.0,1.0,1960.0,1.15
6415,4,11.2,4.0,2.0,1910.0,2.001
6416,3,11.2,3.0,2.0,1920.0,1.915
6417,4,11.2,4.0,2.0,1920.0,1.69
6420,3,11.2,3.0,3.0,1988.0,1.135
6424,4,11.2,4.0,2.0,1990.0,1.24
6425,3,11.2,3.0,2.0,1990.0,1.12
6431,3,11.2,3.0,1.0,1886.0,1.5
6436,3,11.2,2.0,1.0,1975.0,0.7075
6438,2,11.2,2.0,1.0,1930.0,0.835
6443,3,11.2,3.0,2.0,1930.0,1.87
6447,4,11.2,4.0,2.0,1920.0,1.58
6450,2,11.2,2.0,2.0,2013.0,0.82
6452,2,11.2,2.0,1.0,1970.0,0.48
6456,3,11.2,3.0,2.0,1998.0,1.68
6464,1,11.2,1.0,1.0,2013.0,0.3
6465,3,11.2,3.0,1.0,1960.0,1.1
6466,1,11.2,1.0,1.0,1965.0,0.373
6470,2,11.2,2.0,1.0,1960.0,0.536
6478,3,11.2,3.0,2.0,1970.0,0.96
6485,1,11.2,1.0,1.0,1940.0,0.315
6486,3,11.2,3.0,1.0,1948.0,1.297
6489,3,11.2,3.0,2.0,2013.0,1.015
6492,2,11.2,2.0,1.0,1960.0,0.523
6493,3,11.2,3.0,2.0,1965.0,1.335
6496,2,11.2,2.0,1.0,1997.0,0.425
6497,3,11.2,3.0,2.0,1920.0,1.67
6498,4,11.2,4.0,3.0,2010.0,1.35
6500,3,11.2,3.0,1.0,1925.0,1.65
6507,4,11.2,4.0,2.0,1970.0,1.55
6509,3,11.2,3.0,1.0,1999.0,0.95
6510,3,11.2,3.0,1.0,1950.0,1.7825
6520,2,11.2,2.0,2.0,2015.0,0.65
6525,3,8.7,3.0,1.0,1970.0,0.975
6526,3,8.7,3.0,2.0,2004.0,0.56
6527,3,8.7,3.0,2.0,2000.0,0.56
6533,2,8.7,2.0,1.0,2004.0,0.355
6534,3,8.7,3.0,2.0,2000.0,0.55
6535,2,8.7,2.0,1.0,1940.0,0.42
6537,2,8.7,2.0,1.0,1985.0,0.399
6539,3,8.7,3.0,1.0,1950.0,1.105
6540,3,8.7,3.0,1.0,2000.0,0.73
6542,3,8.7,3.0,2.0,2006.0,0.6625
6547,2,8.7,2.0,1.0,2000.0,0.41
6549,3,8.7,3.0,1.0,1920.0,0.92
6550,3,8.7,3.0,2.0,1900.0,1.32
6551,5,8.7,5.0,3.0,2002.0,1.15
6566,3,8.7,3.0,2.0,2002.0,0.847
6567,2,8.7,2.0,1.0,2007.0,0.4
6572,3,8.7,3.0,2.0,1955.0,1.072
6576,2,8.7,2.0,2.0,2010.0,0.51
6580,3,8.7,3.0,2.0,2010.0,0.865
6582,4,8.7,4.0,2.0,2004.0,0.94
6583,2,8.7,3.0,1.0,2009.0,0.57
6589,4,8.7,4.0,3.0,2013.0,1.9
6590,2,8.7,2.0,1.0,1980.0,0.429
6595,3,8.7,3.0,2.0,2005.0,0.456
6596,2,8.7,2.0,2.0,2012.0,0.566
6597,2,8.7,2.0,1.0,1980.0,0.408
6600,2,8.7,2.0,2.0,2011.0,0.47
6602,3,8.7,3.0,3.0,2000.0,0.78
6606,2,8.7,2.0,1.0,2000.0,0.44
6609,4,8.7,3.0,2.0,1999.0,1.0487
6610,2,8.7,2.0,1.0,2000.0,0.4
6611,4,8.7,4.0,3.0,1950.0,1.215
6612,4,8.7,4.0,3.0,1960.0,1.18
6613,4,8.7,4.0,3.0,2005.0,1.117
6614,2,8.7,2.0,1.0,1970.0,0.42
6617,4,8.7,4.0,2.0,2000.0,0.77
6620,5,8.7,5.0,2.0,1950.0,1.151
6623,3,8.7,3.0,1.0,1950.0,0.907
6624,2,8.7,2.0,2.0,2012.0,0.57
6626,3,8.7,3.0,2.0,2006.0,0.82
6627,3,8.7,3.0,1.0,1940.0,0.94
6629,4,8.7,4.0,2.0,1925.0,1.03
6632,4,8.7,3.0,3.0,2009.0,1.23
6634,3,8.7,3.0,2.0,2001.0,0.46
6635,3,8.7,3.0,2.0,2005.0,0.8845
6636,3,8.7,3.0,1.0,1940.0,1.01
6638,3,8.7,3.0,1.0,2006.0,0.82
6639,2,8.7,2.0,1.0,1970.0,0.33
6646,2,2.8,2.0,2.0,2006.0,1.1605
6650,2,2.8,2.0,2.0,1997.0,0.78
6658,2,2.8,2.0,1.0,2001.0,0.535
6664,2,2.8,2.0,1.0,2014.0,0.45
6667,2,2.8,2.0,1.0,1974.0,0.36
6671,2,2.8,2.0,1.0,2004.0,0.665
6675,1,2.8,1.0,1.0,1976.0,0.386
6676,1,2.8,1.0,1.0,2006.0,0.659
6682,2,2.8,2.0,1.0,2002.0,0.545
6683,1,2.8,1.0,1.0,1960.0,0.45
6685,1,2.8,1.0,1.0,2005.0,0.432
6687,1,2.8,1.0,1.0,2005.0,0.4
6693,3,2.8,3.0,2.0,1998.0,0.75
6694,1,2.8,1.0,1.0,2014.0,0.375
6705,1,2.8,1.0,1.0,1965.0,0.68
6708,2,2.8,2.0,1.0,1917.0,0.47
6712,2,2.8,1.0,1.0,2004.0,0.483
6716,1,2.8,1.0,1.0,1920.0,0.7
6718,2,2.8,1.0,1.0,2005.0,0.52
6722,1,2.8,1.0,1.0,1920.0,0.44
6726,2,2.8,2.0,2.0,1965.0,0.733
6727,2,2.8,2.0,2.0,2014.0,0.675
6740,3,2.8,2.0,2.0,1997.0,0.76
6743,2,2.8,1.0,1.0,2009.0,0.36
6745,2,2.8,2.0,1.0,2012.0,0.39
6752,3,4.1,3.0,1.0,1900.0,2.35
6754,2,4.1,2.0,1.0,1930.0,0.535
6760,2,4.1,2.0,1.0,1900.0,1.02
6762,2,4.1,2.0,1.0,1970.0,0.7
6767,2,4.1,2.0,1.0,1970.0,0.702
6770,2,4.1,2.0,1.0,1910.0,1.025
6772,2,4.1,2.0,1.0,1910.0,1.92
6775,3,4.1,3.0,2.0,1880.0,1.5
6776,2,4.1,2.0,1.0,1915.0,1.63
6777,3,4.1,3.0,1.0,1900.0,1.91
6779,2,11.8,2.0,1.0,1950.0,1.32
6781,2,11.8,2.0,2.0,2003.0,0.75
6788,5,11.8,5.0,4.0,1979.0,1.4
6797,4,11.8,4.0,2.0,1930.0,2.2
6800,3,11.8,3.0,2.0,2001.0,1.31
6801,2,11.8,2.0,1.0,1960.0,0.54
6806,4,11.8,4.0,2.0,1938.0,2.335
6809,4,11.8,3.0,2.0,1929.0,2.0
6811,5,11.8,5.0,1.0,1950.0,1.815
6813,2,11.8,2.0,2.0,2005.0,0.725
6820,3,11.8,3.0,2.0,2000.0,1.2
6824,3,11.8,3.0,2.0,1950.0,1.564
6827,2,11.8,2.0,1.0,2005.0,0.52
6828,3,6.9,3.0,2.0,2000.0,0.67
6831,3,6.9,3.0,2.0,2009.0,1.055
6832,2,6.9,2.0,1.0,2007.0,0.348
6833,4,6.9,4.0,3.0,1920.0,1.78
6836,3,6.9,3.0,2.0,1880.0,1.44
6839,4,6.9,4.0,1.0,1920.0,1.225
6840,4,6.9,3.0,3.0,1920.0,1.445
6843,3,6.9,3.0,1.0,1900.0,0.99
6845,3,6.9,3.0,2.0,2014.0,1.55
6846,3,6.9,3.0,1.0,1930.0,1.17
6847,4,6.9,4.0,1.0,1915.0,1.12
6851,4,6.9,3.0,2.0,1906.0,1.53
6852,4,6.9,4.0,2.0,1880.0,1.35
6853,3,6.9,3.0,2.0,1997.0,0.832
6854,2,6.9,2.0,1.0,1950.0,0.42
6856,3,6.9,2.0,2.0,2001.0,0.565
6857,2,6.9,2.0,1.0,1990.0,0.55
6858,4,6.9,3.0,1.0,1910.0,1.211
6861,3,6.9,3.0,2.0,1900.0,1.63
6862,3,6.9,3.0,1.0,1910.0,1.16
6864,4,6.9,4.0,1.0,1920.0,1.3615
6865,2,6.9,2.0,1.0,1890.0,0.945
6866,1,6.9,1.0,1.0,1965.0,0.36
6867,2,6.9,2.0,1.0,1920.0,0.86
6869,4,6.9,4.0,1.0,1900.0,1.637
6871,3,6.9,3.0,2.0,2007.0,1.505
6872,2,6.9,2.0,1.0,2006.0,0.515
6875,2,6.9,2.0,1.0,2014.0,0.33
6877,4,6.9,3.0,1.0,1930.0,1.322
6878,2,6.9,2.0,1.0,1910.0,1.015
6881,3,6.9,3.0,1.0,1910.0,0.84
6884,5,6.9,5.0,3.0,1925.0,1.9
6885,3,6.9,3.0,2.0,1950.0,0.8905
6886,5,6.9,5.0,3.0,2009.0,2.34
6889,3,6.9,3.0,2.0,1890.0,1.4
6893,3,6.9,2.0,1.0,1900.0,0.93
6894,4,6.9,4.0,2.0,1920.0,1.64
6895,3,6.9,3.0,1.0,1910.0,1.48
6897,2,6.9,2.0,1.0,1989.0,0.672
6898,2,6.9,2.0,1.0,1970.0,0.41
6900,5,6.9,5.0,2.0,2004.0,0.98
6907,3,6.9,3.0,2.0,1995.0,0.8425
6908,4,6.9,4.0,2.0,1910.0,1.345
6909,1,6.9,1.0,1.0,1970.0,0.265
6911,2,6.9,2.0,1.0,1930.0,0.849
6912,3,6.9,3.0,1.0,1900.0,1.425
6913,3,6.9,3.0,2.0,1930.0,1.345
6914,2,6.9,3.0,1.0,1970.0,0.33
6915,4,6.9,4.0,2.0,2000.0,0.726
6916,3,6.9,3.0,2.0,2002.0,1.25
6917,3,6.9,3.0,2.0,2000.0,0.87
6920,3,6.9,3.0,2.0,1950.0,1.725
6928,2,6.9,2.0,1.0,1965.0,0.6
6929,4,6.9,4.0,2.0,1910.0,1.505
6931,3,6.9,3.0,2.0,1915.0,0.85
6932,1,6.9,1.0,1.0,1970.0,0.292
6934,2,6.9,2.0,1.0,1920.0,0.956
6936,5,6.9,4.0,1.0,1930.0,1.74
6937,3,6.9,3.0,2.0,1880.0,1.683
6940,2,6.9,2.0,1.0,2014.0,0.47
6941,3,6.9,3.0,2.0,2013.0,1.13
6945,3,6.9,3.0,3.0,1910.0,0.93
6949,2,6.9,3.0,1.0,1900.0,0.8225
6951,1,6.9,1.0,1.0,1980.0,0.336
6952,2,6.9,2.0,2.0,1970.0,0.8
6954,3,14.6,3.0,1.0,1960.0,1.224
6956,3,14.6,3.0,2.0,1970.0,1.0
6957,1,14.6,1.0,1.0,1990.0,0.3805
6959,3,14.6,3.0,2.0,1960.0,1.09
6961,3,14.6,3.0,1.0,1970.0,0.836
6962,3,14.6,3.0,2.0,1950.0,1.41725
6966,2,14.6,2.0,1.0,1950.0,0.95
6969,4,14.6,4.0,2.0,2015.0,1.14
6971,3,14.6,3.0,2.0,2010.0,0.75
6974,4,14.6,4.0,3.0,1960.0,1.0
6976,4,14.6,4.0,2.0,1955.0,1.2
6977,3,14.6,3.0,1.0,1960.0,0.987
6978,3,14.6,3.0,2.0,1960.0,0.937
6979,4,14.6,4.0,2.0,1950.0,1.426
6982,4,14.6,4.0,3.0,2000.0,1.016
6989,3,14.6,2.0,2.0,1955.0,0.901
6990,4,14.6,4.0,3.0,1973.0,1.3
6991,3,14.6,2.0,1.0,1940.0,0.975
6992,4,14.6,4.0,2.0,1955.0,1.07
6993,2,14.6,2.0,1.0,1960.0,0.639
6994,2,14.6,2.0,1.0,1980.0,0.605
6995,3,14.6,3.0,1.0,1960.0,0.96
6996,3,14.6,3.0,2.0,1950.0,0.725
7003,3,14.6,3.0,2.0,1990.0,0.8
7005,3,14.6,3.0,2.0,2001.0,0.917
7006,3,14.6,3.0,1.0,1960.0,0.89
7007,3,14.6,3.0,2.0,1960.0,1.008
7008,2,14.6,2.0,1.0,1950.0,1.191
7009,4,14.6,4.0,1.0,1972.0,1.13
7010,2,14.6,2.0,1.0,2002.0,0.776
7011,4,14.6,3.0,1.0,1950.0,1.035
7013,4,14.6,4.0,2.0,2011.0,1.16
7015,3,14.6,3.0,2.0,1999.0,0.8
7017,1,14.6,1.0,1.0,1970.0,0.24
7018,4,14.6,3.0,2.0,2015.0,1.105
7020,3,8.4,2.0,1.0,1957.0,0.826
7021,3,8.4,3.0,2.0,2010.0,0.9
7023,3,8.4,3.0,2.0,2011.0,0.962
7024,2,8.4,2.0,1.0,1940.0,0.8
7028,3,8.4,3.0,2.0,2013.0,0.785
7031,4,8.4,4.0,1.0,1955.0,0.71
7032,3,8.4,3.0,2.0,1910.0,0.92
7033,4,8.4,3.0,2.0,1930.0,0.94
7034,3,8.4,2.0,2.0,2009.0,0.6558
7035,4,8.4,4.0,3.0,2011.0,1.082
7037,3,8.4,3.0,1.0,1920.0,1.21
7039,3,8.4,3.0,1.0,1950.0,0.88
7041,1,8.4,1.0,1.0,2005.0,0.335
7042,4,8.4,4.0,1.0,1960.0,1.26
7043,3,8.4,3.0,2.0,2006.0,1.4
7044,3,8.4,3.0,1.0,1960.0,0.995
7048,3,8.4,3.0,2.0,1920.0,1.22
7052,2,8.4,2.0,1.0,1920.0,0.962
7057,3,8.4,3.0,2.0,1970.0,0.8
7058,3,8.4,3.0,1.0,1900.0,1.305
7060,2,8.4,2.0,1.0,2011.0,0.485
7064,3,8.4,3.0,1.0,1970.0,0.81
7069,3,8.4,2.0,2.0,1950.0,0.95
7070,4,8.4,4.0,3.0,2015.0,1.62
7071,3,8.4,3.0,1.0,1900.0,0.923
7072,2,8.4,2.0,1.0,1930.0,1.03
7073,3,8.4,3.0,2.0,1890.0,1.046
7076,2,8.4,2.0,2.0,2006.0,0.74
7077,4,8.4,3.0,1.0,1915.0,0.97
7078,3,8.4,3.0,2.0,2007.0,0.735
7080,2,8.4,2.0,1.0,2006.0,0.485
7081,3,8.4,3.0,1.0,1950.0,0.95
7082,4,8.4,4.0,2.0,1930.0,1.28
7084,4,8.4,3.0,2.0,2004.0,1.04
7089,4,8.4,4.0,1.0,1880.0,1.115
7091,3,8.4,3.0,1.0,1960.0,1.176
7093,4,8.4,5.0,2.0,1950.0,1.265
7094,2,8.4,1.0,1.0,1920.0,0.801
7096,3,8.4,3.0,2.0,2015.0,0.77
7098,3,8.4,3.0,2.0,1900.0,0.993
7100,2,8.4,2.0,1.0,1890.0,0.65
7102,3,8.4,3.0,1.0,1920.0,0.8915
7105,3,8.4,3.0,1.0,1930.0,0.805
7106,2,8.4,2.0,1.0,2000.0,0.68
7108,2,8.4,2.0,1.0,1995.0,0.793
7112,3,8.4,3.0,2.0,2005.0,0.747
7114,2,8.4,2.0,1.0,1900.0,0.896
7116,2,8.4,2.0,1.0,1900.0,0.89
7121,4,8.4,4.0,3.0,2009.0,0.93
7123,3,8.4,2.0,1.0,1920.0,1.151
7125,4,8.4,4.0,2.0,2006.0,0.82
7129,4,8.4,4.0,2.0,2000.0,1.316
7130,2,8.4,2.0,1.0,1930.0,0.816
7131,3,8.4,4.0,2.0,2017.0,0.945
7132,1,8.4,1.0,1.0,1900.0,0.6437
7133,2,8.4,2.0,1.0,1930.0,0.76
7134,8,8.4,6.0,2.0,1920.0,0.881
7135,3,8.4,3.0,2.0,2013.0,0.9
7136,3,11.2,3.0,3.0,2013.0,0.83
7143,4,11.2,4.0,2.0,1960.0,1.126
7144,3,11.2,3.0,2.0,2009.0,1.235
7145,2,11.2,2.0,1.0,1975.0,0.457
7146,2,11.2,2.0,2.0,2006.0,0.66
7148,3,11.2,3.0,2.0,2011.0,0.77
7150,4,11.2,4.0,3.0,1985.0,1.35
7151,3,11.2,3.0,2.0,2012.0,0.82
7158,3,11.2,3.0,1.0,1950.0,0.991
7162,2,11.2,2.0,2.0,1950.0,0.657
7164,3,11.2,3.0,2.0,1950.0,0.71
7171,3,11.2,3.0,2.0,1990.0,0.84
7174,5,11.2,4.0,2.0,2005.0,1.4
7175,4,11.2,3.0,3.0,1976.0,1.08
7180,3,11.2,3.0,2.0,2008.0,0.76
7183,3,11.2,3.0,1.0,1950.0,1.015
7184,3,11.2,3.0,1.0,1950.0,0.875
7192,4,11.2,4.0,3.0,1950.0,1.245
7198,3,11.2,3.0,1.0,1950.0,1.105
7206,2,2.3,2.0,1.0,1970.0,0.54
7208,2,2.3,2.0,1.0,1970.0,0.726
7209,3,2.3,3.0,1.0,1980.0,1.34
7210,2,2.3,2.0,2.0,2010.0,1.105
7211,2,2.3,2.0,1.0,2000.0,0.841
7212,2,2.3,2.0,1.0,1960.0,0.5285
7216,1,2.3,1.0,1.0,2011.0,0.41
7217,2,2.3,2.0,1.0,1975.0,0.55
7219,2,2.3,2.0,1.0,2006.0,0.47
7222,2,2.3,2.0,2.0,2006.0,0.64
7225,2,2.3,2.0,2.0,1998.0,0.72
7229,3,2.3,3.0,2.0,2011.0,1.325
7230,1,2.3,1.0,1.0,2003.0,0.368
7231,3,2.3,3.0,2.0,2005.0,1.3
7232,2,2.3,2.0,1.0,1970.0,0.45
7233,3,2.3,3.0,2.0,1890.0,1.385
7235,2,2.3,2.0,2.0,2008.0,0.99
7236,2,2.3,2.0,1.0,1960.0,0.44
7238,2,2.3,2.0,1.0,2000.0,0.606
7239,1,2.3,1.0,1.0,2012.0,0.45
7240,3,2.3,2.0,1.0,1930.0,1.47
7244,2,2.3,2.0,2.0,1900.0,1.01
7245,2,2.3,2.0,1.0,1960.0,1.266
7246,2,2.3,2.0,1.0,2004.0,0.62
7250,2,2.3,2.0,1.0,1970.0,0.54
7253,2,2.3,2.0,1.0,2002.0,0.63
7256,2,2.3,2.0,1.0,1975.0,0.56
7257,2,2.3,2.0,2.0,2011.0,0.8
7258,2,2.3,2.0,2.0,2012.0,0.6655
7259,2,2.3,2.0,1.0,1971.0,0.550055
7260,1,2.3,1.0,1.0,1970.0,0.358
7261,1,2.3,1.0,1.0,1975.0,0.32
7262,3,2.3,3.0,2.0,1920.0,1.0
7263,2,2.3,2.0,1.0,2005.0,0.598
7265,3,2.3,3.0,2.0,2008.0,1.065
7266,2,2.3,2.0,1.0,1880.0,0.885
7269,2,2.3,2.0,1.0,1970.0,0.587134
7271,2,5.5,2.0,1.0,1890.0,1.286
7272,3,5.5,3.0,1.0,1920.0,1.2
7273,3,5.5,3.0,2.0,2007.0,1.3825
7275,4,5.5,4.0,2.0,1910.0,1.6
7279,3,5.5,3.0,2.0,1920.0,1.31
7284,3,5.5,3.0,1.0,1890.0,1.71
7285,4,5.5,4.0,1.0,1925.0,1.59
7288,6,5.5,6.0,2.0,1992.0,2.0
7291,2,5.5,2.0,2.0,2011.0,0.583
7295,2,5.5,2.0,2.0,2013.0,0.65
7299,4,5.5,4.0,2.0,1900.0,1.7
7300,2,5.5,2.0,1.0,1945.0,1.575
7301,2,5.5,2.0,1.0,1920.0,0.95
7303,3,5.5,3.0,1.0,1924.0,1.655
7304,4,5.5,4.0,1.0,1870.0,1.95
7307,3,5.5,3.0,2.0,1910.0,1.255
7309,2,5.5,2.0,1.0,1935.0,1.02
7311,1,5.5,1.0,1.0,1970.0,0.435
7312,2,5.5,2.0,1.0,2000.0,0.79
7314,2,5.5,2.0,1.0,2000.0,0.605
7318,4,5.5,4.0,2.0,1992.0,2.27
7319,1,5.5,1.0,1.0,1970.0,0.385
7330,2,5.5,2.0,1.0,1900.0,0.91
7334,3,5.5,3.0,3.0,2013.0,0.83
7338,3,5.5,3.0,1.0,1920.0,1.19
7340,3,5.5,3.0,1.0,2006.0,0.865
7343,4,5.5,5.0,2.0,1890.0,2.175
7345,1,5.5,1.0,1.0,1960.0,0.312
7348,2,5.5,2.0,1.0,1910.0,0.89
7352,2,5.5,2.0,1.0,1910.0,1.101
7356,3,5.5,3.0,1.0,1910.0,1.05
7357,3,5.5,3.0,1.0,2000.0,1.01
7358,5,5.5,5.0,2.0,1920.0,2.155
7360,2,5.5,2.0,1.0,1970.0,0.43
7361,3,5.5,3.0,1.0,1910.0,1.9
7362,2,5.5,2.0,1.0,1985.0,0.888
7363,2,5.5,2.0,1.0,1920.0,1.02
7365,2,5.5,2.0,1.0,1995.0,0.844
